,year,country,sex,age,suicides_no,Population,GDPyear,suicides_100k,latitude,longitude
15761,2003,United Kingdom,female,75+ years,104,2821243,2038395102041.0,3.69,55.378051,-3.435973
15765,2003,United Kingdom,male,05-14 years,2,3868048,2038395102041.0,0.05,55.378051,-3.435973
15762,2003,United Kingdom,male,15-24 years,316,3854815,2038395102041.0,8.2,55.378051,-3.435973
15763,2003,United Kingdom,male,25-34 years,637,4023648,2038395102041.0,15.83,55.378051,-3.435973
15764,2003,United Kingdom,male,35-54 years,1311,8282037,2038395102041.0,15.83,55.378051,-3.435973
15766,2003,United Kingdom,male,55-74 years,575,5665717,2038395102041.0,10.15,55.378051,-3.435973
15767,2003,United Kingdom,male,75+ years,209,1681364,2038395102041.0,12.43,55.378051,-3.435973
15771,2003,United States,female,05-14 years,56,19991981,11510670000000.0,0.28,37.09024,-95.712891
15768,2003,United States,female,15-24 years,607,20023561,11510670000000.0,3.03,37.09024,-95.712891
15769,2003,United States,female,25-34 years,909,19650112,11510670000000.0,4.63,37.09024,-95.712891
15770,2003,United States,female,35-54 years,3058,42997878,11510670000000.0,7.11,37.09024,-95.712891
15772,2003,United States,female,55-74 years,1237,24463095,11510670000000.0,5.06,37.09024,-95.712891
15773,2003,United States,female,75+ years,414,10983008,11510670000000.0,3.77,37.09024,-95.712891
15777,2003,United States,male,05-14 years,194,20976656,11510670000000.0,0.92,37.09024,-95.712891
15774,2003,United States,male,15-24 years,3381,21182602,11510670000000.0,15.96,37.09024,-95.712891
15775,2003,United States,male,25-34 years,4156,20222486,11510670000000.0,20.55,37.09024,-95.712891
15776,2003,United States,male,35-54 years,10025,42177315,11510670000000.0,23.77,37.09024,-95.712891
15778,2003,United States,male,55-74 years,4941,21773685,11510670000000.0,22.69,37.09024,-95.712891
15779,2003,United States,male,75+ years,2499,6599131,11510670000000.0,37.87,37.09024,-95.712891
15783,2003,Uruguay,female,05-14 years,2,265973,12045631093.0,0.75,-32.522779,-55.765834999999996
15780,2003,Uruguay,female,15-24 years,11,247644,12045631093.0,4.44,-32.522779,-55.765834999999996
15781,2003,Uruguay,female,25-34 years,18,240934,12045631093.0,7.47,-32.522779,-55.765834999999996
15782,2003,Uruguay,female,35-54 years,48,407508,12045631093.0,11.78,-32.522779,-55.765834999999996
15784,2003,Uruguay,female,55-74 years,34,303367,12045631093.0,11.21,-32.522779,-55.765834999999996
15785,2003,Uruguay,female,75+ years,10,126141,12045631093.0,7.93,-32.522779,-55.765834999999996
15789,2003,Uruguay,male,05-14 years,1,276941,12045631093.0,0.36,-32.522779,-55.765834999999996
15786,2003,Uruguay,male,15-24 years,48,255495,12045631093.0,18.79,-32.522779,-55.765834999999996
15787,2003,Uruguay,male,25-34 years,63,242784,12045631093.0,25.95,-32.522779,-55.765834999999996
15788,2003,Uruguay,male,35-54 years,107,383052,12045631093.0,27.93,-32.522779,-55.765834999999996
15790,2003,Uruguay,male,55-74 years,131,246693,12045631093.0,53.1,-32.522779,-55.765834999999996
15791,2003,Uruguay,male,75+ years,62,69240,12045631093.0,89.54,-32.522779,-55.765834999999996
15831,2004,Argentina,female,05-14 years,25,3416244,164657930453.0,0.73,-38.416097,-63.616671999999994
15828,2004,Argentina,female,15-24 years,159,3255244,164657930453.0,4.88,-38.416097,-63.616671999999994
15829,2004,Argentina,female,25-34 years,99,2940630,164657930453.0,3.37,-38.416097,-63.616671999999994
15830,2004,Argentina,female,35-54 years,185,4450210,164657930453.0,4.16,-38.416097,-63.616671999999994
15832,2004,Argentina,female,55-74 years,136,2895423,164657930453.0,4.7,-38.416097,-63.616671999999994
15833,2004,Argentina,female,75+ years,50,1073648,164657930453.0,4.66,-38.416097,-63.616671999999994
15837,2004,Argentina,male,05-14 years,43,3530061,164657930453.0,1.22,-38.416097,-63.616671999999994
15834,2004,Argentina,male,15-24 years,653,3333328,164657930453.0,19.59,-38.416097,-63.616671999999994
15835,2004,Argentina,male,25-34 years,445,2930079,164657930453.0,15.19,-38.416097,-63.616671999999994
15836,2004,Argentina,male,35-54 years,599,4284709,164657930453.0,13.98,-38.416097,-63.616671999999994
15838,2004,Argentina,male,55-74 years,500,2459960,164657930453.0,20.33,-38.416097,-63.616671999999994
15839,2004,Argentina,male,75+ years,227,593409,164657930453.0,38.25,-38.416097,-63.616671999999994
15855,2004,Australia,female,05-14 years,1,1329715,611904253806.0,0.08,-25.274398,133.775136
15852,2004,Australia,female,15-24 years,67,1364452,611904253806.0,4.91,-25.274398,133.775136
15853,2004,Australia,female,25-34 years,82,1446557,611904253806.0,5.67,-25.274398,133.775136
15854,2004,Australia,female,35-54 years,183,2902618,611904253806.0,6.3,-25.274398,133.775136
15856,2004,Australia,female,55-74 years,69,1741477,611904253806.0,3.96,-25.274398,133.775136
15857,2004,Australia,female,75+ years,40,726532,611904253806.0,5.51,-25.274398,133.775136
15861,2004,Australia,male,05-14 years,7,1402222,611904253806.0,0.5,-25.274398,133.775136
15858,2004,Australia,male,15-24 years,205,1420482,611904253806.0,14.43,-25.274398,133.775136
15859,2004,Australia,male,25-34 years,386,1441319,611904253806.0,26.78,-25.274398,133.775136
15860,2004,Australia,male,35-54 years,655,2868425,611904253806.0,22.83,-25.274398,133.775136
15862,2004,Australia,male,55-74 years,293,1721736,611904253806.0,17.02,-25.274398,133.775136
15863,2004,Australia,male,75+ years,126,489016,611904253806.0,25.77,-25.274398,133.775136
15867,2004,Austria,female,05-14 years,0,453574,300904221505.0,0.0,47.516231,14.550072
15864,2004,Austria,female,15-24 years,22,491309,300904221505.0,4.48,47.516231,14.550072
15865,2004,Austria,female,25-34 years,26,554568,300904221505.0,4.69,47.516231,14.550072
15866,2004,Austria,female,35-54 years,107,1231774,300904221505.0,8.69,47.516231,14.550072
15868,2004,Austria,female,55-74 years,118,860913,300904221505.0,13.71,47.516231,14.550072
15869,2004,Austria,female,75+ years,73,416777,300904221505.0,17.52,47.516231,14.550072
15873,2004,Austria,male,05-14 years,2,476337,300904221505.0,0.42,47.516231,14.550072
15870,2004,Austria,male,15-24 years,110,509514,300904221505.0,21.59,47.516231,14.550072
15871,2004,Austria,male,25-34 years,120,555892,300904221505.0,21.59,47.516231,14.550072
15872,2004,Austria,male,35-54 years,347,1248808,300904221505.0,27.79,47.516231,14.550072
15874,2004,Austria,male,55-74 years,308,771847,300904221505.0,39.9,47.516231,14.550072
15875,2004,Austria,male,75+ years,189,201792,300904221505.0,93.66,47.516231,14.550072
15927,2004,Belgium,female,05-14 years,6,597900,370885026074.0,1.0,50.503887,4.469936
15924,2004,Belgium,female,15-24 years,28,620047,370885026074.0,4.52,50.503887,4.469936
15925,2004,Belgium,female,25-34 years,55,683475,370885026074.0,8.05,50.503887,4.469936
15926,2004,Belgium,female,35-54 years,237,1515362,370885026074.0,15.64,50.503887,4.469936
15928,2004,Belgium,female,55-74 years,146,1099444,370885026074.0,13.28,50.503887,4.469936
15929,2004,Belgium,female,75+ years,65,525456,370885026074.0,12.37,50.503887,4.469936
15933,2004,Belgium,male,05-14 years,3,625132,370885026074.0,0.48,50.503887,4.469936
15930,2004,Belgium,male,15-24 years,124,638439,370885026074.0,19.42,50.503887,4.469936
15931,2004,Belgium,male,25-34 years,205,696334,370885026074.0,29.44,50.503887,4.469936
15932,2004,Belgium,male,35-54 years,618,1542915,370885026074.0,40.05,50.503887,4.469936
15934,2004,Belgium,male,55-74 years,343,1005599,370885026074.0,34.11,50.503887,4.469936
15935,2004,Belgium,male,75+ years,157,297919,370885026074.0,52.7,50.503887,4.469936
15939,2004,Belize,female,05-14 years,0,34909,1057845500.0,0.0,17.189877,-88.49765
15936,2004,Belize,female,15-24 years,0,27773,1057845500.0,0.0,17.189877,-88.49765
15937,2004,Belize,female,25-34 years,0,22347,1057845500.0,0.0,17.189877,-88.49765
15938,2004,Belize,female,35-54 years,0,23865,1057845500.0,0.0,17.189877,-88.49765
15940,2004,Belize,female,55-74 years,1,7609,1057845500.0,13.14,17.189877,-88.49765
15941,2004,Belize,female,75+ years,0,1841,1057845500.0,0.0,17.189877,-88.49765
15945,2004,Belize,male,05-14 years,0,35566,1057845500.0,0.0,17.189877,-88.49765
15942,2004,Belize,male,15-24 years,7,28175,1057845500.0,24.84,17.189877,-88.49765
15943,2004,Belize,male,25-34 years,4,22560,1057845500.0,17.73,17.189877,-88.49765
15944,2004,Belize,male,35-54 years,5,24197,1057845500.0,20.66,17.189877,-88.49765
15946,2004,Belize,male,55-74 years,3,7316,1057845500.0,41.01,17.189877,-88.49765
15947,2004,Belize,male,75+ years,0,1633,1057845500.0,0.0,17.189877,-88.49765
15951,2004,Brazil,female,05-14 years,59,17135875,669316654017.0,0.34,-14.235004,-51.92528
15948,2004,Brazil,female,15-24 years,403,17657631,669316654017.0,2.28,-14.235004,-51.92528
15949,2004,Brazil,female,25-34 years,347,15276057,669316654017.0,2.27,-14.235004,-51.92528
15950,2004,Brazil,female,35-54 years,606,23041317,669316654017.0,2.63,-14.235004,-51.92528
15952,2004,Brazil,female,55-74 years,237,10012930,669316654017.0,2.37,-14.235004,-51.92528
15953,2004,Brazil,female,75+ years,51,2230220,669316654017.0,2.29,-14.235004,-51.92528
15957,2004,Brazil,male,05-14 years,48,17787328,669316654017.0,0.27,-14.235004,-51.92528
15954,2004,Brazil,male,15-24 years,1275,18054195,669316654017.0,7.06,-14.235004,-51.92528
15955,2004,Brazil,male,25-34 years,1475,15070514,669316654017.0,9.79,-14.235004,-51.92528
15956,2004,Brazil,male,35-54 years,2230,21738104,669316654017.0,10.26,-14.235004,-51.92528
15958,2004,Brazil,male,55-74 years,994,8573117,669316654017.0,11.59,-14.235004,-51.92528
15959,2004,Brazil,male,75+ years,270,1415780,669316654017.0,19.07,-14.235004,-51.92528
15963,2004,Bulgaria,female,05-14 years,3,367936,25957970922.0,0.82,42.733883,25.48583
15960,2004,Bulgaria,female,15-24 years,12,520846,25957970922.0,2.3,42.733883,25.48583
15961,2004,Bulgaria,female,25-34 years,14,560854,25957970922.0,2.5,42.733883,25.48583
15962,2004,Bulgaria,female,35-54 years,75,1094568,25957970922.0,6.85,42.733883,25.48583
15964,2004,Bulgaria,female,55-74 years,105,971907,25957970922.0,10.8,42.733883,25.48583
15965,2004,Bulgaria,female,75+ years,58,323883,25957970922.0,17.91,42.733883,25.48583
15969,2004,Bulgaria,male,05-14 years,5,387953,25957970922.0,1.29,42.733883,25.48583
15966,2004,Bulgaria,male,15-24 years,40,548773,25957970922.0,7.29,42.733883,25.48583
15967,2004,Bulgaria,male,25-34 years,74,584214,25957970922.0,12.67,42.733883,25.48583
15968,2004,Bulgaria,male,35-54 years,238,1075305,25957970922.0,22.13,42.733883,25.48583
15970,2004,Bulgaria,male,55-74 years,247,805166,25957970922.0,30.68,42.733883,25.48583
15971,2004,Bulgaria,male,75+ years,142,206158,25957970922.0,68.88,42.733883,25.48583
15975,2004,Canada,female,05-14 years,11,1971134,1023196003075.0,0.56,56.130366,-106.34677099999999
15972,2004,Canada,female,15-24 years,101,2124167,1023196003075.0,4.75,56.130366,-106.34677099999999
15973,2004,Canada,female,25-34 years,114,2169563,1023196003075.0,5.25,56.130366,-106.34677099999999
15974,2004,Canada,female,35-54 years,428,4986017,1023196003075.0,8.58,56.130366,-106.34677099999999
15976,2004,Canada,female,55-74 years,181,2879432,1023196003075.0,6.29,56.130366,-106.34677099999999
15977,2004,Canada,female,75+ years,44,1183549,1023196003075.0,3.72,56.130366,-106.34677099999999
15981,2004,Canada,male,05-14 years,17,2069874,1023196003075.0,0.82,56.130366,-106.34677099999999
15978,2004,Canada,male,15-24 years,379,2230355,1023196003075.0,16.99,56.130366,-106.34677099999999
15979,2004,Canada,male,25-34 years,477,2220407,1023196003075.0,21.48,56.130366,-106.34677099999999
15980,2004,Canada,male,35-54 years,1210,4982932,1023196003075.0,24.28,56.130366,-106.34677099999999
15982,2004,Canada,male,55-74 years,497,2721795,1023196003075.0,18.26,56.130366,-106.34677099999999
15983,2004,Canada,male,75+ years,154,744741,1023196003075.0,20.68,56.130366,-106.34677099999999
15987,2004,Chile,female,05-14 years,5,1348218,99210392858.0,0.37,-35.675146999999996,-71.542969
15984,2004,Chile,female,15-24 years,59,1327931,99210392858.0,4.44,-35.675146999999996,-71.542969
15985,2004,Chile,female,25-34 years,66,1224969,99210392858.0,5.39,-35.675146999999996,-71.542969
15986,2004,Chile,female,35-54 years,94,2157866,99210392858.0,4.36,-35.675146999999996,-71.542969
15988,2004,Chile,female,55-74 years,28,1067631,99210392858.0,2.62,-35.675146999999996,-71.542969
15989,2004,Chile,female,75+ years,11,326622,99210392858.0,3.37,-35.675146999999996,-71.542969
15993,2004,Chile,male,05-14 years,15,1395929,99210392858.0,1.07,-35.675146999999996,-71.542969
15990,2004,Chile,male,15-24 years,295,1369726,99210392858.0,21.54,-35.675146999999996,-71.542969
15991,2004,Chile,male,25-34 years,315,1242337,99210392858.0,25.36,-35.675146999999996,-71.542969
15992,2004,Chile,male,35-54 years,537,2130985,99210392858.0,25.2,-35.675146999999996,-71.542969
15994,2004,Chile,male,55-74 years,240,924415,99210392858.0,25.96,-35.675146999999996,-71.542969
15995,2004,Chile,male,75+ years,70,194364,99210392858.0,36.01,-35.675146999999996,-71.542969
15999,2004,Colombia,female,05-14 years,41,4150023,117074863822.0,0.99,4.570868,-74.297333
15996,2004,Colombia,female,15-24 years,246,4082601,117074863822.0,6.03,4.570868,-74.297333
15997,2004,Colombia,female,25-34 years,91,3474885,117074863822.0,2.62,4.570868,-74.297333
15998,2004,Colombia,female,35-54 years,85,5378213,117074863822.0,1.58,4.570868,-74.297333
16000,2004,Colombia,female,55-74 years,29,2041937,117074863822.0,1.42,4.570868,-74.297333
16001,2004,Colombia,female,75+ years,9,475649,117074863822.0,1.89,4.570868,-74.297333
16005,2004,Colombia,male,05-14 years,56,4319787,117074863822.0,1.3,4.570868,-74.297333
16002,2004,Colombia,male,15-24 years,522,4177514,117074863822.0,12.5,4.570868,-74.297333
16003,2004,Colombia,male,25-34 years,397,3393144,117074863822.0,11.7,4.570868,-74.297333
16004,2004,Colombia,male,35-54 years,465,5016477,117074863822.0,9.27,4.570868,-74.297333
16006,2004,Colombia,male,55-74 years,229,1756739,117074863822.0,13.04,4.570868,-74.297333
16007,2004,Colombia,male,75+ years,74,337747,117074863822.0,21.91,4.570868,-74.297333
16011,2004,Costa Rica,female,05-14 years,3,395605,18529767934.0,0.76,9.748917,-83.753428
16008,2004,Costa Rica,female,15-24 years,12,386068,18529767934.0,3.11,9.748917,-83.753428
16009,2004,Costa Rica,female,25-34 years,10,317112,18529767934.0,3.15,9.748917,-83.753428
16010,2004,Costa Rica,female,35-54 years,12,524975,18529767934.0,2.29,9.748917,-83.753428
16012,2004,Costa Rica,female,55-74 years,6,228002,18529767934.0,2.63,9.748917,-83.753428
16013,2004,Costa Rica,female,75+ years,1,56632,18529767934.0,1.77,9.748917,-83.753428
16017,2004,Costa Rica,male,05-14 years,2,413115,18529767934.0,0.48,9.748917,-83.753428
16014,2004,Costa Rica,male,15-24 years,68,399768,18529767934.0,17.01,9.748917,-83.753428
16015,2004,Costa Rica,male,25-34 years,60,318518,18529767934.0,18.84,9.748917,-83.753428
16016,2004,Costa Rica,male,35-54 years,104,518436,18529767934.0,20.06,9.748917,-83.753428
16018,2004,Costa Rica,male,55-74 years,42,218871,18529767934.0,19.19,9.748917,-83.753428
16019,2004,Costa Rica,male,75+ years,5,43755,18529767934.0,11.43,9.748917,-83.753428
16083,2004,Ecuador,female,05-14 years,30,1451359,36591661000.0,2.07,-1.8312389999999998,-78.183406
16080,2004,Ecuador,female,15-24 years,127,1288166,36591661000.0,9.86,-1.8312389999999998,-78.183406
16081,2004,Ecuador,female,25-34 years,36,1066713,36591661000.0,3.37,-1.8312389999999998,-78.183406
16082,2004,Ecuador,female,35-54 years,27,1433784,36591661000.0,1.88,-1.8312389999999998,-78.183406
16084,2004,Ecuador,female,55-74 years,11,599819,36591661000.0,1.83,-1.8312389999999998,-78.183406
16085,2004,Ecuador,female,75+ years,5,160427,36591661000.0,3.12,-1.8312389999999998,-78.183406
16089,2004,Ecuador,male,05-14 years,30,1504779,36591661000.0,1.99,-1.8312389999999998,-78.183406
16086,2004,Ecuador,male,15-24 years,165,1321925,36591661000.0,12.48,-1.8312389999999998,-78.183406
16087,2004,Ecuador,male,25-34 years,137,1071828,36591661000.0,12.78,-1.8312389999999998,-78.183406
16088,2004,Ecuador,male,35-54 years,138,1406412,36591661000.0,9.81,-1.8312389999999998,-78.183406
16090,2004,Ecuador,male,55-74 years,68,558388,36591661000.0,12.18,-1.8312389999999998,-78.183406
16091,2004,Ecuador,male,75+ years,17,130553,36591661000.0,13.02,-1.8312389999999998,-78.183406
16131,2004,Finland,female,05-14 years,1,310728,196768065557.0,0.32,61.92411,25.748151
16128,2004,Finland,female,15-24 years,31,318275,196768065557.0,9.74,61.92411,25.748151
16129,2004,Finland,female,25-34 years,30,311087,196768065557.0,9.64,61.92411,25.748151
16130,2004,Finland,female,35-54 years,116,755108,196768065557.0,15.36,61.92411,25.748151
16132,2004,Finland,female,55-74 years,54,586736,196768065557.0,9.2,61.92411,25.748151
16133,2004,Finland,female,75+ years,20,250445,196768065557.0,7.99,61.92411,25.748151
16137,2004,Finland,male,05-14 years,4,323186,196768065557.0,1.24,61.92411,25.748151
16134,2004,Finland,male,15-24 years,110,332773,196768065557.0,33.06,61.92411,25.748151
16135,2004,Finland,male,25-34 years,119,325806,196768065557.0,36.52,61.92411,25.748151
16136,2004,Finland,male,35-54 years,310,772775,196768065557.0,40.12,61.92411,25.748151
16138,2004,Finland,male,55-74 years,220,533983,196768065557.0,41.2,61.92411,25.748151
16139,2004,Finland,male,75+ years,49,123863,196768065557.0,39.56,61.92411,25.748151
16143,2004,France,female,05-14 years,5,3604504,2115742488205.0,0.14,46.227638,2.213749
16140,2004,France,female,15-24 years,135,3880131,2115742488205.0,3.48,46.227638,2.213749
16141,2004,France,female,25-34 years,272,4035822,2115742488205.0,6.74,46.227638,2.213749
16142,2004,France,female,35-54 years,1259,8660789,2115742488205.0,14.54,46.227638,2.213749
16144,2004,France,female,55-74 years,819,6047298,2115742488205.0,13.54,46.227638,2.213749
16145,2004,France,female,75+ years,459,3076877,2115742488205.0,14.92,46.227638,2.213749
16149,2004,France,male,05-14 years,15,3782655,2115742488205.0,0.4,46.227638,2.213749
16146,2004,France,male,15-24 years,486,3997101,2115742488205.0,12.16,46.227638,2.213749
16147,2004,France,male,25-34 years,947,4061640,2115742488205.0,23.32,46.227638,2.213749
16148,2004,France,male,35-54 years,3374,8436959,2115742488205.0,39.99,46.227638,2.213749
16150,2004,France,male,55-74 years,1800,5479461,2115742488205.0,32.85,46.227638,2.213749
